x,y,gene,cell
83.46535610698854,768.830186939143,LIN_keratinocyte_041,0
80.41491163778963,775.0919657817752,HK_043,0
76.04355296020341,775.9657362331304,LIN_hair_249,0
75.47683926327167,772.468696493738,LIN_fibroblast_149,0
88.3309368572951,777.8121566881703,MRK_Fibroblast_Reticular_035,0
73.3134361280044,776.7099164381954,MRK_Fibroblast_Reticular_035,0
88.27005021391031,781.7799346390287,MRK_Pericyte_131,0
72.47491340068346,787.9042720572552,LIN_vascular_064,0
89.00037746618565,784.1451156673626,LIN_vascular_064,0
72.51668992481952,780.5318708457593,LIN_vascular_169,0
68.6532865222799,782.8736555584404,LIN_glandular_143,0
71.06638610007357,782.802959629254,LIN_glandular_143,0
85.71812936881173,770.8876618650396,LIN_glandular_179,0
86.59549702080423,782.8111337543354,LIN_hair_033,0
86.61344588069859,783.5450342569158,WEAK_168,0
69.76467135917409,778.8438561028158,HK_232,0
70.1807242561094,775.9169254276593,HK_049,0
67.43413927584393,776.169841453935,HK_049,0
67.8184540936682,773.8861584455701,WEAK_151,983
91.09248866615464,781.5348206867125,WEAK_151,0
81.95448463174746,772.6772273072745,HK_081,0
207.56218822051486,788.0810789992534,WEAK_123,1
207.7611373307652,786.2060012009862,LIN_hair_034,1
199.11218735707322,785.3758076595376,LIN_adipocyte_075,1
195.84119381614101,784.7436470876746,WEAK_048,1
209.98004101465938,784.6924176335124,WEAK_072,1
201.8562050295839,774.4879566423385,WEAK_094,1
206.29484044091933,771.8244478787243,HK_049,1
200.52472379860967,786.9822246247747,HK_049,1
193.55725746981707,788.4571220173224,WEAK_151,11
211.61248801167704,784.0755314741449,WEAK_151,1
205.395627980085,773.1211874007707,WEAK_151,1
206.1665942006898,784.9031151057212,LIN_immune_055,1
207.008562516725,790.9097988570725,HK_202,1
195.88026541893703,790.854649496509,LIN_melanocyte_036,1
207.05653576194078,775.9906254275796,HK_219,1
328.12762127507136,773.0053437683598,WEAK_063,2
326.831136344545,776.1455150375178,HK_293,2
327.03287281246844,784.8372438346195,LIN_fibroblast_079,2
319.50033494213096,772.6084437032706,LIN_adipocyte_075,2
314.10204922861703,771.955979952385,LIN_vascular_066,2
308.3012369523782,781.2441389379118,LIN_adipocyte_096,2
325.06225810427736,788.3962923437296,WEAK_181,2
323.4372604827637,780.4045996204511,WEAK_168,2
333.54784856786597,779.8496691555781,HK_232,2
330.41225620076904,785.7194647016726,HK_049,2
325.8842486124405,788.029454220476,LIN_immune_013,2
325.1117860056013,780.4679352494015,MRK_Sensory_Corpuscle_032,2
308.9641298224918,773.7463481773394,HK_081,2
545.4672852880625,775.8064712469999,LIN_hair_249,3
527.073636599852,771.7331259853645,LIN_adipocyte_164,3
543.9667723523723,782.649672120711,MRK_Pericyte_131,3
541.1144324850974,773.2193243200023,HK_254,3
525.2992710516687,782.9104405484354,WEAK_181,3
546.8244056406616,784.1138096420087,MRK_Hair_028,3
535.629748771017,771.7517512914343,WEAK_168,3
538.0893110129093,776.0860763436218,WEAK_072,3
548.7846357542312,778.6085398077057,WEAK_072,3
526.3343232489425,786.2177948596232,WEAK_072,3
535.6148538512598,786.902075197137,HK_049,1008
549.4064765468702,775.5116424272019,HK_049,2410
532.6799873811372,782.0801322278205,WEAK_242,3
548.565581959897,777.6989332840008,WEAK_151,3
539.1667424905604,788.8318075733106,MRK_Langerhans_083,3
548.6737930221735,782.8891815188463,HK_219,3
559.4774512811215,788.7801809836426,LIN_sensory_081,4
548.6348458987865,772.9658448935586,LIN_hair_249,4
545.6082979699656,782.6837791632825,LIN_keratinocyte_172,4
555.9690770310649,793.5052985129695,WEAK_155,4
562.3799256783748,779.8613622697816,HK_033,4
547.3162838826029,778.0388593306855,LIN_fibroblast_190,4
560.2581054038599,791.4001319818195,LIN_fibroblast_149,2204
553.698720776886,790.7935385813937,WEAK_190,4
553.6005756004436,780.232183043046,MRK_Fibroblast_Reticular_081,4
555.9401901059201,770.8277419276045,LIN_hair_242,4
548.9268280320844,787.2241011202486,LIN_vascular_064,4
549.9236056353689,783.0743135451313,LIN_vascular_064,4
558.4386542045293,780.8338723332606,LIN_vascular_066,4
547.7846668670767,784.6908699286562,HK_208,4
553.8880752613969,789.8257455049901,LIN_hair_216,4
550.9185877806375,789.5052680636112,MRK_Hair_051,4
557.9992889993929,787.3802800089267,HK_232,4
545.5488712891291,781.2495459076919,WEAK_072,4
557.797051183857,792.1738908370261,WEAK_072,4
561.4706670745287,773.1901409940986,WEAK_072,4
547.3920612747744,785.2939895565485,HK_049,4
558.5667102498957,780.6818492602129,HK_049,4
556.7169662073298,781.5581161887724,HK_049,4
557.0117007197447,793.486817897769,LIN_immune_055,4
563.8100853414649,789.4724734035304,LIN_sensory_047,4
561.9270834386213,783.9021147617398,LIN_sensory_047,4
550.4544955123704,780.7315371646941,HK_219,4
653.6566932533541,771.264337021682,MRK_Endothelial_002,5
670.0304792762684,782.028146204261,LIN_fibroblast_149,5
667.4038563073408,781.8305233895182,LIN_fibroblast_149,5
648.8961541397397,775.0794546876434,LIN_hair_191,5
661.1248593563182,771.4850093903236,HK_163,5
664.0343944788362,785.3556791574956,WEAK_221,7079
653.0764607805314,770.456735077055,WEAK_168,5
668.8121880058179,784.8320921537143,WEAK_094,5
654.1100833961489,771.7837970285174,HK_049,5
665.1804878528645,774.1951739899786,HK_049,5
666.2788325565045,780.6530039070195,HK_049,5
